"BehaviorSpace results (NetLogo 7.0.3)","Spreadsheet version 2.0"
"turti8 preprof.nlogox"
"Exp_8"
"05/06/2026 22:45:42:064 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","8","8","8","8","8","8","8","8","9","9","9","9","9","9","9","9","10","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","12","12","12","12","12","12","12","12","13","13","13","13","13","13","13","13","14","14","14","14","14","14","14","14","15","15","15","15","15","15","15","15","16","16","16","16","16","16","16","16","17","17","17","17","17","17","17","17","18","18","18","18","18","18","18","18","19","19","19","19","19","19","19","19","20","20","20","20","20","20","20","20","21","21","21","21","21","21","21","21","22","22","22","22","22","22","22","22","23","23","23","23","23","23","23","23","24","24","24","24","24","24","24","24","25","25","25","25","25","25","25","25","26","26","26","26","26","26","26","26","27","27","27","27","27","27","27","27","28","28","28","28","28","28","28","28","29","29","29","29","29","29","29","29","30","30","30","30","30","30","30","30"
"preset-scenario","Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,,"Exp 8: Stubborn, Random, Long",,,,,,,
"[total steps]","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"

"[final value]","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)","[step]","total-delivered-value","total-seized-value","count links","first-yellow-tick","count links with [color = yellow]","(sum [flow-count] of links with [color = yellow]) / (sum [flow-count] of links + 0.0001)","(mean [nw:clustering-coefficient] of nodes)"
,"1000","4908","518","80","549","4","0.04020098482362572","0.01557523284796012","1000","4826","597","60","273","5","0.06451609434618584","0.03594516594516595","1000","4655","756","66","632","14","0.15384606281298058","0.03636363636363636","1000","4923","528","60","365","1","0","0.002727272727272727","1000","5013","416","64","457","0","0","0","1000","4821","668","54","186","4","0.011764698961941787","0.03701692247146793","1000","5022","497","61","-1","0","0","0.04095566050111504","1000","4690","771","50","375","7","0.10126575869255779","0.021340679522497706","1000","4811","627","83","913","5","0.035175861720672504","0.027683982683982682","1000","5028","486","81","-1","0","0","0.012344877344877346","1000","4879","606","64","721","2","0.03375526001887763","0.004718614718614718","1000","5052","441","71","815","1","0","0.023562901744719922","1000","4868","661","48","371","2","0.03783781738496358","0.013120702826585178","1000","4885","570","65","-1","0","0","0.019494949494949496","1000","4935","537","64","909","2","0","0.01664305391578119","1000","5025","512","69","547","2","0.00869564839319635","0.019696969696969695","1000","4757","768","63","453","8","0.14155244677970466","0.013513708513708513","1000","5001","428","67","-1","0","0","0.021240981240981237","1000","4890","515","61","183","4","0.059322008761860695","0.011883116883116886","1000","4778","704","72","996","1","0","0.008411386593204775","1000","4707","713","72","737","6","0.04390241760857678","0.019632034632034636","1000","4949","594","72","634","12","0.09565213232515986","0.0274406401679129","1000","4722","761","53","464","9","0.14754090298311312","0.010036075036075037","1000","5127","373","78","452","2","0.014563099726650618","0.022727272727272728","1000","5053","426","62","-1","0","0","0.0037878787878787876","1000","4878","524","62","904","1","0","0.0037878787878787876","1000","5028","445","59","580","3","0","0.04043683589138134","1000","4820","581","76","633","7","0.06417108867856221","0.03831496786042241","1000","4920","536","69","457","1","0.00492610594773106","0.006804407713498622","1000","5063","464","68","995","1","0.006944439621916929","0.025783660783660785"
